Artist,Title,Album,Date,Lyric,Top Genre
Taylor Swift,You’re Not Sorry,Fearless,2008-10-28,all this time i was wasting hoping you would come around i've been giving out chances every time and all you do is let me down and it's taken me this long baby but i've figured you out and you're thinking we'll be fine again but not this time around   you don't have to call anymore i won't pick up the phone this is the last straw don't wanna hurt anymore and you can tell me that you're sorry but i don't believe you baby like i did before you're not sorry no no no no   you're looking so innocent i might believe you if i didn't know could've loved you all my life if you hadn't left me waiting in the cold and you've got your share of secrets and i'm tired of being last to know and now you're asking me to listen 'cause it's worked each time before   but you don't have to call anymore i won't pick up the phone this is the last straw don't wanna hurt anymore and you can tell me that you're sorry but i don't believe you baby like i did before you're not sorry no no no no you're not sorry no no no no   you had me crawling for you honey and it never would have gone away no you used to shine so bright but i watched all of it fade   so you don't have to call anymore i won't pick up the phone this is the last straw there's nothing left to beg for and you can tell me that you're sorry but i don't believe you baby like i did before you're not sorry no no no no you're not sorry no no no no no no no,dance pop
Taylor Swift,Change,Fearless,2008-08-08,and it's a sad picture the final blow hits you somebody else gets what you wanted again and you know it's all the same another time and place repeating history and you're getting sick of it but i believe in whatever you do and i'll do anything to see it through   because these things will change can you feel it now these walls that they put up to hold us back will fall down this revolution the time will come for us to finally win and we'll sing hallelujah we'll sing hallelujah oh oh   so we've been outnumbered raided and now cornered it's hard to fight when the fight aint fair we're getting stronger now finding things they never found they might be bigger but we're faster and never scared you can walk away say we don't need this but there's something in your eyes says we can beat this   'cause these things will change can you feel it now these walls that they put up to hold us back will fall down this revolution the time will come for us to finally win and we'll sing hallelujah we'll sing hallelujah oh oh   tonight we stand get off our knees fight for what we've worked for all these years and the battle was long it's the fight of our lives but we'll stand up champions tonight   it was the night things changed can you see it now these walls that they put up to hold us back fell down it's a revolution throw your hands up 'cause we never gave in and we'll sing hallelujah we sang hallelujah hallelujah,dance pop
Taylor Swift,Tell Me Why,Fearless,2008-11-11,i took a chance i took a shot and you might think i'm bulletproof but i'm not you took a swing i took it hard and down here from the ground i see who you are   i'm sick and tired of your attitude i'm feeling like i don't know you you tell me that you love me then cut me down and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you're around and here's to you and your temper yes i remember what you said last night and i know that you see what you're doing to me tell me why   you could write a book on how to ruin someone's perfect day well i get so confused and frustrated forget what i'm trying to say oh   i'm sick and tired of your reasons i got no one to believe in you tell me that you want me then push me around and i need you like a heartbeat but you know you got a mean streak that makes me run for cover when you're around here's to you and your temper yes i remember what you said last night and i know that you see what you're doing to me tell me why   why do you have to make me feel small so you can feel whole inside why do you have to put down my dreams so you're the only thing on my mind   i'm sick and tired of your attitude i'm feeling like i don't know you you tell me that you want me then cut me down i'm sick and tired of your reasons i've got no one to believe in you ask me for my love then you push me around here's to you and your temper yes i remember what you said last night and i know that you see what you're doing to me tell me why why tell me why why   i take a step back let you go i told you i'm not bulletproof now you know,dance pop
Taylor Swift,Blank Space,1989,2014-10-27,nice to meet you where you been i could show you incredible things magic madness heaven sin saw you there and i thought oh my god look at that face you look like my next mistake love's a game wanna play ayy   new money suit and tie i can read you like a magazine ain't it funny rumors fly and i know you heard about me so hey let's be friends i'm dyin' to see how this one ends grab your passport and my hand i can make the bad guys good for a weekend   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name   cherry lips crystal skies i could show you incredible things stolen kisses pretty lies you're the king baby i'm your queen find out what you want be that girl for a month wait the worst is yet to come oh no  4 screaming crying perfect storms i can make all the tables turn rose garden filled with thorns keep you second guessin' like oh my god who is she i get drunk on jealousy but you'll come back each time you leave 'cause darling i'm a nightmare dressed like a daydream   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name   boys only want love if it's torture don't say i didn't say i didn't warn ya boys only want love if it's torture don't say i didn't say i didn't warn ya   so it's gonna be forever or it's gonna go down in flames you can tell me when it's over mm if the high was worth the pain got a long list of exlovers they'll tell you i'm insane 'cause you know i love the players and you love the game 'cause we're young and we're reckless we'll take this way too far it'll leave you breathless hmm or with a nasty scar got a long list of exlovers they'll tell you i'm insane but i've got a blank space baby and i'll write your name,dance pop
Taylor Swift,Style,1989,2014-10-27,midnight you come and pick me up no headlights long drive could end in burning flames or paradise fade into view oh it's been a while since i have even heard from you heard from you and i should just tell you to leave 'cause i know exactly where it leads but i watch us go 'round and 'round each time   you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go out of style   so it goes he can't keep his wild eyes on the road mmm takes me home the lights are off he's taking off his coat mmm yeah i say i heard oh that you've been out and about with some other girl some other girl he says what you heard is true but i can't stop thinking 'bout you and i i said i've been there too a few times   'cause you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go we never go we never go out of style   take me home just take me home yeah just take me home ohoh whoaoh oh out of style   oh you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down and when we go we come back every time 'cause we never go out of style we never go out of style,dance pop
Taylor Swift,Bad Blood,1989,2014-10-27,cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   did you have to do this i was thinking that you could be trusted did you have to ruin what was shiny now it's all rusted did you have to hit me where i'm weak baby i couldn't breathe and rub it in so deep salt in the wound like you're laughing right at me  pre oh it's so sad to think about the good times you and i   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   did you think we'd be fine still got scars in my back from your knives so don't think it's in the past these kinds of wounds they last and they last now did you think it all through all these things will catch up to you and time can heal but this won't so if you're coming my way just don't  pre oh it's so sad to think about the good times you and i   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts bandaids don't fix bullet holes you say sorry just for show if you live like that you live with ghosts if you love like that blood runs cold   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em think we can solve 'em you made a really deep cut and baby now we've got bad blood hey   cause baby now we've got bad blood you know it used to be mad love so take a look what you've done look what you've done cause baby now we've got bad blood hey now we've got problems and i don't think we can solve 'em you made a really deep cut and baby now we've got bad blood hey,dance pop
Taylor Swift,Clean,1989,2014-10-27,the drought was the very worst ohoh ohoh when the flowers that we'd grown together died of thirst it was months and months of back and forth ohoh ohoh you're still all over me like a winestained dress i can't wear anymore  pre  hung my head as i lost the war and the sky turned black like a perfect storm   rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean oh oh oh oh   there was nothing left to do ohoh ohoh when the butterflies turned to dust that covered my whole room so i punched a hole in the roof ohoh ohoh let the flood carry away all my pictures of you  pre  the water filled my lungs i screamed so loud but no one heard a thing   rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean oh oh oh oh i think i am finally clean oh oh oh oh oh oh ohoh said i think i am finally clean oh oh oh oh oh oh ohoh   ten months sober i must admit just because you're clean don't mean you don't miss it ten months older i won't give in now that i'm clean i'm never gonna risk it  breakdown the drought was the very worst ohoh ohoh when the flowers that we'd grown together died of thirst oh   the rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean rain came pouring down when i was drowning that's when i could finally breathe and by morning gone was any trace of you i think i am finally clean   oh oh finally clean think i'm finally clean oh oh ohoh ohoh oh oh oh think i'm finally clean,dance pop
Taylor Swift,Out of the Woods,1989,2014-10-14,looking at it now it all seems so simple we were lying on your couch i remember you took a polaroid of us then discovered then discovered the rest of the world was black and white but we were in screaming color and i remember thinking   are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods   looking at it now last december last december we were built to fall apart then fall back together back together your necklace hanging from my neck the night we couldn't quite forget when we decided we decided to move the furniture so we could dance baby like we stood a chance two paper airplanes flying flying flying and i remember thinking   are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet oh are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods   remember when you hit the brakes too soon twenty stitches in a hospital room when you started crying baby i did too but when the sun came up i was looking at you remember when we couldn't take the heat i walked out and said i'm setting you free but the monsters turned out to be just trees when the sun came up you were looking at me you were looking at me ooh you were looking at me are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods i remember are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good oh i remember   are we out of the woods yet are we out of the woods yet yeah are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet yeah are we in the clear yet yeah are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good are we out of the woods yet are we out of the woods yet are we out of the woods yet are we out of the woods are we in the clear yet are we in the clear yet are we in the clear yet in the clear yet good,dance pop
Taylor Swift,This Love,1989,2014-10-27,clear blue water high tide came and brought you in and i could go on and on on and on and i will skies grew darker currents swept you out again and you were just gone and gone gone and gone  pre  in silent screams and wildest dreams i never dreamed of this    this love is good this love is bad this love is alive back from the dead ohoh oh these hands had to let it go free and this love came back to me ohoh oh ohoh oh ohoh oh   tossing turning struggled through the night with someone new and i could go on and on on and on lantern burning flickered in my mind only you but you were still gone gone gone  pre  been losing grip on sinking ships you showed up just in time    this love is good this love is bad this love is alive back from the dead ohoh oh these hands had to let it go free and this love came back to me ohoh oh this love left a permanent mark this love is glowing in the dark ohoh oh these hands had to let it go free and this love came back to me ohoh oh  post this love this love this love this love oh this love this love this love this love oh this love this love this love this love oh this love this love this love this love oh   your kiss my cheek i watched you leave your smile my ghost i fell to my knees when you're young you just run but you come back to what you need    this love is good this love is bad this love is alive back from the dead ohoh oh these hands had to let it go free and this love came back to me ohoh oh this love this love left a permanent mark this love this love is glowing in the dark ohoh oh this love these hands had to let it go free and this love this love came back to me ohoh oh  post this love this love this love this love oh this love this love this love this love oh this love this love this love this love this love this love came back to me ohoh oh,dance pop
Taylor Swift,I Know Places,1989,2014-10-27,recorder click i i i i i i i ii i i i i i i i ii i i i i i i i ii i i i i   you stand with your hand on my waistline it's a scene and we're out here in plain sight i can hear them whisper as we pass by it's a bad sign bad sign something happens when everybody finds out see the vultures circling dark clouds love's a fragile little flame it could burn out it could burn out  pre  'cause they got the cages they got the boxes and guns they are the hunters we are the foxes and we run   baby i know places we won't be found and they'll be chasing their tails trying to track us down 'cause i i know places we can hide i know places i know places   lights flash and we'll run for the fences let them say what they want we won't hear it loose lips sink ships all the damn time not this time  pre  just grab my hand and don't ever drop it my love they are the hunters we are the foxes and we run   baby i know places we won't be found and they'll be chasing their tails trying to track us down 'cause i i know places we can hide i know places   they are the hunters we are the foxes and we run just grab my hand and don't ever drop it my love   baby i know places we won't be found and they'll be chasing their tails trying to track us down 'cause i i know places we can hide i know places   they take their shots but we're bulletproof i know places and you know for me it's always you i know places in the dead of night your eyes so green i know places and i know for you it's always me i know places i i i i i i i ii i i i i i i i ii recorder click,dance pop
Taylor Swift,All You Had to Do Was Stay,1989,2014-10-27,people like you always want back the love they gave away and people like me wanna believe you when you say you've changed the more i think about it now the less i know all i know is that you drove us off the road   stay hey all you had to do was stay had me in the palm of your hand then why'd you have to go and lock me out when i let you in stay hey now you say you want it back now that it's just too late well could've been easy all you had to do was stay all you had to do was stay all you had to do was stay all you had to do was stay all you had to do was stay   here you are now calling me up but i don't know what to say i've been picking up the pieces of the mess you made people like you always want back the love they pushed aside but people like me are gone forever when you say goodbye   stay hey all you had to do was stay had me in the palm of your hand then why'd you have to go and lock me out when i let you in stay hey now you say you want it back now that it's just too late well could've been easy all you had to do was stay all you had to do was stay all you had to do was stay all you had to do was stay stay stay stay stay   let me remind you this was what you wanted oh oh ohohoh you ended it you were all i wanted oh oh ohohoh but not like this not like this not like this oh all you had to do was   stay hey all you had to do was stay had me in the palm of your hand then why'd you want to go and lock me out when i let you in stay hey now you say you want it back now that it's just too late well could've been easy all you had to do was stay hey all you had to do was stay had me in the palm of your hand then why'd you have to go and lock me out when i let you in stay hey now you say you want it back now that it's just too late all you had to do was stay well could've been easy all you had to do was stay all you had to do was stay oh all you had to do was stay all you had to do was stay ooh all you had to do was stay,dance pop
Taylor Swift,Welcome to New York,1989,2014-10-20,walking through a crowd the village is aglow kaleidoscope of loud heartbeats under coats everybody here wanted something more searching for a sound we hadn't heard before and it said   welcome to new york it's been waiting for you welcome to new york welcome to new york welcome to new york it's been waiting for you welcome to new york welcome to new york it's a new soundtrack i could dance to this beat beat forevermore the lights are so bright but they never blind me me welcome to new york it's been waiting for you welcome to new york welcome to new york   when we first dropped our bags on apartment floors took our broken hearts put them in a drawer everybody here was someone else before and you can want who you want boys and boys and girls and girls   welcome to new york it's been waiting for you welcome to new york welcome to new york welcome to new york it's been waiting for you welcome to new york welcome to new york it's a new soundtrack i could dance to this beat beat forevermore the lights are so bright but they never blind me me welcome to new york new york it's been waiting for you welcome to new york welcome to new york   like any great love it keeps you guessing like any real love it's everchanging like any true love it drives you crazy but you know you wouldn't change anything anything anything   welcome to new york it's been waiting for you welcome to new york welcome to new york welcome to new york it's been waiting for you welcome to new york welcome to new york it's a new soundtrack i could dance to this beat the lights are so bright but they never blind me welcome to new york new soundtrack it's been waiting for you welcome to new york the lights are so bright but they never blind me welcome to new york so bright they never blind me welcome to new york welcome to new york,dance pop
Taylor Swift,I Wish You Would,1989,2014-10-27,it's am in your car windows down you pass my street the memories start you say it's in the past you drive straight ahead you're thinking that i hate you now 'cause you still don't know what i never said    i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would   it's am in my room headlights pass the window pane i think of you we're a crooked love in a straight line down makes you want to run and hide but it makes you turn right back around    i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would i wish we could go back and remember what we were fighting for and i wish you knew that i miss you too much to be mad anymore and i wish you were right here right now it's all good i wish you would  post i i i i i i wish i wish i i i i i i i wish i wish i i i i i i i wish i wish i   you always knew how to push my buttons you give me everything and nothing this mad mad love makes you come running to stand back where you stood i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish i wish i   am here we are see your face hear my voice in the dark we're a crooked love in a straight line down makes you wanna run and hide but it made us turn right back around    i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would i wish you would come back wish i never hung up the phone like i did i wish you knew that i'd never forget you as long as i live and i wish you were right here right now it's all good i wish you would i wish we could go back and remember what we were fighting for and i wish you knew that i miss you too much to be mad anymore and i wish you were right here right now it's all good i wish you would   i i i i i i wish i wish i you always knew how to push my buttons you give me everything and nothing this mad mad love makes you come running to stand back where you stood i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i wish you would i i i i i i wish i wish i i i i i i i wish i wish i i i i i i i wish i wish i i wish you would,dance pop
Taylor Swift,How You Get the Girl,1989,2014-10-27,oh oh oh oh oh oh ohoh ohoh   stand there like a ghost shaking from the rain rain she'll open up the door and say are you insane say it's been a long six months and you were too afraid to tell her what you want want  pre  and that's how it works that's how you get the girl and then you say   i want you for worse or for better i would wait forever and ever broke your heart i'll put it back together i would wait forever and ever and that's how it works that's how you get the girl girl ohoh oh and that's how it works that's how you get the girl girl   remind her how it used to be be yeahyeah with pictures in frames of kisses on cheeks cheeks tell her how you must have lost your mind oohooh when you left her all alone and never told her why why  pre  and that's how it works that's how you lost the girl and now you say   i want you for worse or for better i would wait forever and ever ever and ever broke your heart i'll put it back together i would wait forever and ever and that's how it works that's how you get the girl girl ohoh ohoh and that's how it works that's how you get the girl girl yeah yeah   and you know oh oh oh oh oh oh oh oh oh oh that i don't want you to go oh oh  breakdown remind me how it used to be pictures in frames of kisses on cheeks and say you want me yeahyeah and then you say   'cause i want you for worse or for better worse or for better i would wait forever and ever ever and ever broke your heart i'll put it back together i would wait forever and ever i want you forever and ever and that's how it works that's how you get the girl girl this is how it works and that's how it works that's how you get the girl girl get the girl that's how it works and that's how it works that's how you get the girl girl oh oh oh oh oh oh oh oh oh oh and that's how it works that's how you get the girl girl oh oh oh oh oh oh oh oh oh oh   that's how it works that's how you got the girl,dance pop
Taylor Swift,All Too Well,Red (Deluxe Edition),2012-10-22,i walked through the door with you the air was cold but something 'bout it felt like home somehow and i left my scarf there at your sister's house and you've still got it in your drawer even now   oh your sweet disposition and my wideeyed gaze we're singing in the car getting lost upstate autumn leaves falling down like pieces into place and i can picture it after all these days  pre  and i know it's long gone and that magic's not here no more and i might be okay but i'm not fine at all oh oh oh    'cause there we are again on that little town street you almost ran the red 'cause you were looking over at me wind in my hair i was there i remember it all too well   photo album on the counter your cheeks were turning red you used to be a little kid with glasses in a twinsized bed and your mother's telling stories 'bout you on the teeball team you tell me 'bout your past thinking your future was me  pre  and i know it's long gone and there was nothing else i could do and i forget about you long enough to forget why i needed to    'cause there we are again in the middle of the night we're dancing round the kitchen in the refrigerator light down the stairs i was there i remember it all too well yeah   maybe we got lost in translation maybe i asked for too much but maybe this thing was a masterpiece 'til you tore it all up running scared i was there i remember it all too well and you call me up again just to break me like a promise so casually cruel in the name of being honest i'm a crumpled up piece of paper lying here 'cause i remember it all all all too well   time won't fly it's like i'm paralyzed by it i'd like to be my old self again but i'm still trying to find it after plaid shirt days and nights when you made me your own now you mail back my things and i walk home alone but you keep my old scarf from that very first week 'cause it reminds you of innocence and it smells like me you can't get rid of it 'cause you remember it all too well yeah    'cause there we are again when i loved you so back before you lost the one real thing you've ever known it was rare i was there i remember it all too well   wind in my hair you were there you remember it all down the stairs you were there you remember it all it was rare i was there i remember it all too well,dance pop
Taylor Swift,22,Red (Deluxe Edition),2012-10-22,it feels like a perfect night to dress up like hipsters and make fun of our exes uhuh uhuh it feels like a perfect night for breakfast at midnight to fall in love with strangers uhuh uhuh  pre yeah we're happy free confused and lonely at the same time it's miserable and magical oh yeah tonight's the night when we forget about the deadlines it's time ohoh   i don't know about you but i'm feeling  everything will be alright if you keep me next to you you don't know about me but i'll bet you want to everything will be alright if we just keep dancing like we're     it seems like one of those nights this place is too crowded too many cool kids uhuh uhuh who's taylor swift anyway ew it seems like one of those nights we ditch the whole scene and end up dreaming instead of sleeping  pre yeah we're happy free confused and lonely in the best way it's miserable and magical oh yeah tonight's the night when we forget about the heartbreaks it's time ohoh   hey i don't know about you but i'm feeling  everything will be alright ooh if you keep me next to you you don't know about me but i'll bet you want to everything will be alright if alright we just keep dancing like we're  oh oh oh oh oh  i don't know about you     it feels like one of those nights we ditch the whole scene it feels like one of those nights we won't be sleeping it feels like one of those nights you look like bad news i gotta have you i gotta have you ooh ooh yeah   hey i don't know about you but i'm feeling  everything will be alright if ooh you keep me next to you you don't know about me but i'll bet you want to everything will be alright if we just keep dancing like we're  whoa oh  dancing like  yeah yeah  yeah yeah yeah   it feels like one of those nights we ditch the whole scene it feels like one of those nights we won't be sleeping it feels like one of those nights you look like bad news i gotta have you i gotta have you,dance pop
Taylor Swift,Everything Has Changed,Red (Deluxe Edition),2012-10-22,ed sheeran you good to go   taylor swift all i knew this morning when i woke is i know something now know something now i didn't before and all i've seen since 8 hours ago is green eyes and freckles and your smile in the back of my mind making me feel like  pre taylor swift   ed sheeran i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you know you know you   taylor swift  ed sheeran 'cause all i know is we said hello and your eyes look like coming home all i know is a simple name everything has changed all i know is you held the door you'll be mine and i'll be yours all i know since yesterday is everything has changed   ed sheeran  taylor swift and all my walls stood tall painted blue and i'll take 'em down take 'em down and open up the door for you and all i feel in my stomach is butterflies the beautiful kind making up for lost time taking flight making me feel right  pre taylor swift  ed sheeran i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you know you know you   taylor swift  ed sheeran 'cause all i know is we said hello and your eyes look like coming home all i know is a simple name everything has changed all i know is you held the door you'll be mine and i'll be yours all i know since yesterday is everything has changed   taylor swift  ed sheeran come back and tell me why i'm feeling like i've missed you all this time and meet me there tonight and let me know that it's not all in my mind  pre taylor swift i just wanna know you better know you better know you better now i just wanna know you know you know you   taylor swift  ed sheeran 'cause all i know is we said hello and your eyes look like coming home all i know is a simple name everything has changed all i know is you held the door you'll be mine and i'll be yours all i know since yesterday is everything has changed   taylor swift all i know is we said hello so dust off your highest hopes all i know is pouring rain and everything has changed all i know is a new found grace all my days i'll know your face all i know since yesterday is everything has changed,dance pop
Taylor Swift,State of Grace,Red (Deluxe Edition),2012-10-16,i'm walking fast through the traffic lights busy streets and busy lives and all we know is touch and go we are alone with our changing minds we fall in love 'til it hurts or bleeds or fades in time   and i never saw you coming and ill never be the same   you come around and the armor falls pierce the room like a cannon ball now all we know is dont let go we are alone just you and me up in your room and our slates are clean just twin fire signs four blue eyes  pre so you were never a saint and i've loved in shades of wrong we learn to live with the pain mosaic broken hearts but this love is brave and wild   and i never never saw you coming and ill never never be the same   this is a state of grace this is the worthwhile fight love is a ruthless game unless you play it good and right these are the hands of fate youre my achilles heel this is the golden age of something good and right and real  breakdown and i never never saw you coming and ill never be the same   and i never never saw you coming and ill never so you were never a saint and i've loved in shades of wrong be the same we learn to live with the pain mosaic broken hearts but this love is brave and wild   this is a state of grace this is the worthwhile fight love is a ruthless game unless you play it good and right,dance pop
Taylor Swift,Red,Red (Deluxe Edition),2012-10-02,loving him is like driving a new maserati down a deadend street faster than the wind passionate as sin ending so suddenly loving him is like trying to change your mind once you're already flying through the free fall like the colors in autumn so bright just before they lose it all   losing him was blue like i'd never known missing him was dark grey all alone forgetting him was like trying to know somebody you never met but loving him was red loving him was red   touching him was like realizing all you ever wanted was right there in front of you memorizing him was as easy as knowing all the words to your old favorite song fighting with him was like trying to solve a crossword and realizing there's no right answer regretting him was like wishing you never found out that love could be that strong   losing him was blue like i'd never known missing him was dark grey all alone forgetting him was like trying to know somebody you never met but loving him was red oh red burning red   remembering him comes in flashbacks and echoes tell myself it's time now gotta let go but moving on from him is impossible when i still see it all in my head in burning red loving him was red   oh losing him was blue like i'd never known missing him was dark grey all alone forgetting him was like trying to know somebody you never met 'cause loving him was red yeah yeah red we're burning red  breakdown and that's why he's spinning 'round in my head comes back to me burning red yeah yeah   his love was like driving a new maserati down a deadend street,dance pop
Taylor Swift,Begin Again,Red (Deluxe Edition),2012-10-01,took a deep breath in the mirror he didn't like it when i wore high heels but i do turn the lock and put my headphones on he always said he didn't get this song but i do i do walked in expecting you'd be late but you got here early and you stand and wave i walk to you you pull my chair out and help me in and you don't know how nice that is but i do   and you throw your head back laughing like a little kid i think it's strange that you think i'm funny 'cause he never did i've been spending the last eight months thinking all love ever does is break and burn and end but on a wednesday in a café i watched it begin again   you said you never met one girl who had as many james taylor records as you but i do we tell stories and you don't know why i'm coming off a little shy but i do   but you throw your head back laughing like a little kid i think it's strange that you think i'm funny 'cause he never did i've been spending the last eight months thinking all love ever does is break and burn and end but on a wednesday in a café i watched it begin again   and we walked down the block to my car and i almost brought him up but you start to talk about the movies that your family watches every single christmas and i want to talk about that and for the first time what's past is past   'cause you throw your head back laughing like a little kid i think it's strange that you think i'm funny 'cause he never did i've been spending the last eight months thinking all love ever does is break and burn and end but on a wednesday in a café i watched it begin again   but on a wednesday in a café i watched it begin again,dance pop
Taylor Swift,Holy Ground,Red (Deluxe Edition),2012-10-22,i was reminiscing just the other day while having coffee all alone and lord it took me away back to a firstglance feeling on new york time back when you fit in my poems like a perfect rhyme took off faster than a green light go hey you skip the conversation when you already know i left a note on the door with a joke we'd made and that was the first day   and darling it was good never looking down and right there where we stood was holy ground   spinning like a girl in a brand new dress we had this big wide city all to ourselves we blocked the noise with the sound of i need you and for the first time i had something to lose and i guess we fell apart in the usual way and the story's got dust on every page but sometimes i wonder how you think about it now and i see your face in every crowd   'cause darling it was good never looking down and right there where we stood was holy ground   tonight i'm gonna dance for all that we've been through but i don't wanna dance if i'm not dancing with you tonight i'm gonna dance like you were in this room but i don't wanna dance if i'm not dancing with you   it was good never looking down and right there where we stood was holy ground   tonight i'm gonna dance for all that we've been through but i don't wanna dance if i'm not dancing with you tonight i'm gonna dance like you were in this room but i don't wanna dance if i'm not dancing with you,dance pop
Taylor Swift,Treacherous,Red (Deluxe Edition),2012-10-22,put your lips close to mine as long as they don't touch out of focus eye to eye 'til the gravity's too much and i'll do anything you say if you say it with your hands and i'd be smart to walk away but you're quicksand    this slope is treacherous this path is reckless this slope is treacherous and iii like it   i can't decide if it's a choice getting swept away i hear the sound of my own voice asking you to stay and all we are is skin and bone trained to get along forever going with the flow but you're friction    this slope is treacherous this path is reckless this slope is treacherous and i i i like it   two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i will follow you follow you home follow you follow you home    this hope is treacherous this daydream is dangerous this hope is treacherous iii iii iii  breakdown two headlights shine through the sleepless night and i will get you get you alone your name has echoed through my mind and i just think you should think you should know that nothing safe is worth the drive and i will follow you follow you home follow you follow you home i'll follow you follow you home follow you follow you home   this slope is treacherous iii like it,dance pop
Taylor Swift,The Moment I Knew,Red (Deluxe Edition),2012-10-22,you should've been there should've burst through the door with that baby i'm right here smile and it would've felt like a million little shining stars had just aligned and i would've been so happy   christmas lights glisten i've got my eye on the door just waiting for you to walk in but the time is ticking people ask me how i've been as i comb back through my memory how you said you'd be here you said you'd be here   and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they're all laughing as i'm looking around the room but there was one thing missing and that was the moment i knew   and the hours pass by now i just wanna be alone but your close friends always seem to know when there's something really wrong so they follow me down the hall and there in the bathroom i try not to fall apart and the sinking feeling starts as i say hopelessly he said he'd be here   and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they're all laughing and asking me about you but there was one thing missing missing and that was the moment i knew   what do you say when tears are streaming down your face in front of everyone you know and what do you do when the one who means the most to you is the one who didn't show  breakdown you should've been here and i would've been so happy   and it was like slow motion standing there in my party dress in red lipstick with no one to impress and they're all standing around me singing happy birthday to you but there was one thing missing and that was the moment i knew ohohohohohohoh i knew ohohohohohohoh   you called me later and said i'm sorry i didn't make it and i said i'm sorry too and that was the moment i knew,dance pop
